24chasa
24chasa 	2018-05-08 	2 	112 	177598
24chasa 	2018-05-09 	3 	112 	171790
24chasa 	2018-05-11 	5 	111 	165219
24chasa 	2018-05-12 	6 	100 	153090
24chasa 	2018-05-13 	7 	76 	164385
24chasa 	2018-05-14 	1 	111 	234043
24chasa 	2018-05-15 	2 	110 	178486
24chasa 	2018-05-16 	3 	111 	164780
24chasa 	2018-05-17 	4 	112 	250086
24chasa 	2018-05-18 	5 	112 	233931
24chasa 	2018-05-19 	6 	81 	107763
24chasa 	2018-05-20 	7 	77 	120371
24chasa 	2018-05-21 	1 	112 	202797
24chasa 	2018-05-22 	2 	112 	199164
24chasa 	2018-05-23 	3 	112 	183766
24chasa 	2018-05-24 	4 	111 	224529
24chasa 	2018-05-25 	5 	112 	186505
24chasa 	2018-05-26 	6 	105 	208046
24chasa 	2018-05-27 	7 	91 	141039
24chasa 	2018-05-28 	1 	112 	193055
24chasa 	2018-05-29 	2 	110 	177733
24chasa 	2018-05-30 	3 	112 	249357
24chasa 	2018-05-31 	4 	112 	194085
24chasa 	2018-06-01 	5 	112 	187311
24chasa 	2018-06-02 	6 	91 	226839
24chasa 	2018-06-03 	7 	96 	135692
24chasa 	2018-06-04 	1 	111 	177805
24chasa 	2018-06-05 	2 	111 	179578
24chasa 	2018-06-06 	3 	112 	172764
24chasa 	2018-06-07 	4 	112 	186352
24chasa 	2018-06-08 	5 	112 	168484
24chasa 	2018-06-09 	6 	86 	105562
24chasa 	2018-06-10 	7 	96 	148329
24chasa 	2018-06-11 	1 	112 	155590
24chasa 	2018-06-12 	2 	111 	185744
24chasa 	2018-06-13 	3 	112 	237734
24chasa 	2018-06-14 	4 	223 	513003
24chasa 	2018-06-15 	5 	112 	165406
24chasa 	2018-06-16 	6 	94 	137608
24chasa 	2018-06-17 	7 	89 	122143
24chasa 	2018-06-18 	1 	111 	220817
24chasa 	2018-06-19 	2 	112 	238060
24chasa 	2018-06-20 	3 	111 	178046
24chasa 	2018-06-21 	4 	112 	187328
24chasa 	2018-06-22 	5 	112 	194812
24chasa 	2018-06-23 	6 	79 	132051
24chasa 	2018-06-24 	7 	91 	147997
24chasa 	2018-06-25 	1 	110 	227172
24chasa 	2018-06-26 	2 	112 	180001
24chasa 	2018-06-27 	3 	112 	166865
24chasa 	2018-06-28 	4 	111 	185515
24chasa 	2018-06-29 	5 	112 	194233
24chasa 	2018-06-30 	6 	90 	124639
24chasa 	2018-07-01 	7 	99 	187577
24chasa 	2018-07-02 	1 	110 	175416
24chasa 	2018-07-03 	2 	112 	232053
24chasa 	2018-07-04 	3 	112 	172669
24chasa 	2018-07-05 	4 	112 	238713
24chasa 	2018-07-06 	5 	112 	152603
24chasa 	2018-07-07 	6 	98 	148384
24chasa 	2018-07-08 	7 	93 	131360
24chasa 	2018-07-09 	1 	111 	156762
24chasa 	2018-07-10 	2 	111 	217940
24chasa 	2018-07-11 	3 	112 	166542
24chasa 	2018-07-12 	4 	112 	166510
24chasa 	2018-07-13 	5 	110 	237530
24chasa 	2018-07-14 	6 	105 	235026
24chasa 	2018-07-15 	7 	80 	97691
24chasa 	2018-07-16 	1 	112 	183394
24chasa 	2018-07-17 	2 	111 	179803
24chasa 	2018-07-18 	3 	112 	224544
24chasa 	2018-07-19 	4 	112 	206976
24chasa 	2018-07-20 	5 	112 	190046
24chasa 	2018-07-21 	6 	80 	126664
24chasa 	2018-07-22 	7 	83 	118600
24chasa 	2018-07-23 	1 	112 	168856
24chasa 	2018-07-24 	2 	112 	179611
24chasa 	2018-07-25 	3 	111 	171039
24chasa 	2018-07-26 	4 	112 	162845
24chasa 	2018-07-27 	5 	111 	159727
24chasa 	2018-07-28 	6 	95 	131806
24chasa 	2018-07-29 	7 	158 	224721
24chasa 	2018-07-30 	1 	112 	168388
24chasa 	2018-07-31 	2 	222 	374413
24chasa 	2018-08-01 	3 	112 	242244
24chasa 	2018-08-02 	4 	112 	149262
24chasa 	2018-08-03 	5 	112 	227739
24chasa 	2018-08-04 	6 	74 	76155
24chasa 	2018-08-05 	7 	86 	165660
24chasa 	2018-08-06 	1 	112 	203775
24chasa 	2018-08-07 	2 	112 	176894
24chasa 	2018-08-08 	3 	112 	239260
24chasa 	2018-08-09 	4 	112 	156155
24chasa 	2018-08-10 	5 	111 	233058
24chasa 	2018-08-11 	6 	64 	90048
24chasa 	2018-08-12 	7 	69 	80966
24chasa 	2018-08-13 	1 	112 	164594
24chasa 	2018-08-14 	2 	111 	177735
24chasa 	2018-08-15 	3 	112 	155719
24chasa 	2018-08-16 	4 	112 	138142
24chasa 	2018-08-17 	5 	112 	239102
24chasa 	2018-08-18 	6 	80 	180430
24chasa 	2018-08-19 	7 	78 	120396
24chasa 	2018-08-20 	1 	112 	158512
24chasa 	2018-08-21 	2 	111 	240132
24chasa 	2018-08-22 	3 	112 	200122
24chasa 	2018-08-23 	4 	112 	167605
24chasa 	2018-08-24 	5 	111 	151191
24chasa 	2018-08-25 	6 	92 	152997
24chasa 	2018-08-26 	7 	104 	162425
24chasa 	2018-08-27 	1 	112 	233433
24chasa 	2018-08-28 	2 	112 	255262
24chasa 	2018-08-29 	3 	111 	164069
24chasa 	2018-08-31 	5 	112 	162457
24chasa 	2018-09-01 	6 	84 	147596
24chasa 	2018-09-02 	7 	85 	159698
24chasa 	2018-09-03 	1 	112 	188616
24chasa 	2018-09-04 	2 	111 	240840
24chasa 	2018-09-05 	3 	112 	137515
24chasa 	2018-09-06 	4 	108 	148212
24chasa 	2018-09-07 	5 	110 	167593
24chasa 	2018-09-08 	6 	95 	127088
24chasa 	2018-09-09 	7 	106 	142604
24chasa 	2018-09-10 	1 	112 	164215
24chasa 	2018-09-11 	2 	112 	186280
24chasa 	2018-09-12 	3 	112 	166110
24chasa 	2018-09-13 	4 	111 	163813
24chasa 	2018-09-14 	5 	111 	178130
24chasa 	2018-09-15 	6 	74 	140254
24chasa 	2018-09-16 	7 	88 	114912
24chasa 	2018-09-17 	1 	112 	193121
24chasa 	2018-09-18 	2 	112 	191012
24chasa 	2018-09-19 	3 	112 	172192
24chasa 	2018-09-20 	4 	112 	179667
24chasa 	2018-09-21 	5 	111 	175752
24chasa 	2018-09-22 	6 	98 	136808
24chasa 	2018-09-23 	7 	86 	188337
24chasa 	2018-09-24 	1 	112 	160375
24chasa 	2018-09-25 	2 	112 	186722
24chasa 	2018-09-26 	3 	111 	155228
24chasa 	2018-09-27 	4 	111 	180345
24chasa 	2018-09-28 	5 	112 	175355
24chasa 	2018-09-29 	6 	98 	155089
24chasa 	2018-09-30 	7 	75 	154614
24chasa 	2018-10-01 	1 	112 	190327
24chasa 	2018-10-02 	2 	112 	162949
24chasa 	2018-10-03 	3 	112 	239850
24chasa 	2018-10-04 	4 	112 	204319
24chasa 	2018-10-05 	5 	112 	183339
24chasa 	2018-10-06 	6 	82 	125607
24chasa 	2018-10-07 	7 	96 	124370
24chasa 	2018-10-08 	1 	112 	329301
24chasa 	2018-10-09 	2 	111 	172227
24chasa 	2018-10-10 	3 	112 	178073
24chasa 	2018-10-11 	4 	111 	180691
24chasa 	2018-10-12 	5 	112 	175952
24chasa 	2018-10-13 	6 	96 	187730
24chasa 	2018-10-14 	7 	93 	201999
24chasa 	2018-10-15 	1 	112 	249829
24chasa 	2018-10-16 	2 	111 	172952
24chasa 	2018-10-17 	3 	112 	176139
24chasa 	2018-10-18 	4 	112 	160891
24chasa 	2018-10-19 	5 	112 	170646
24chasa 	2018-10-20 	6 	109 	185130
24chasa 	2018-10-21 	7 	103 	168228
24chasa 	2018-10-22 	1 	112 	225588
24chasa 	2018-10-23 	2 	112 	183365
24chasa 	2018-10-24 	3 	111 	189754
24chasa 	2018-10-25 	4 	111 	244786
24chasa 	2018-10-26 	5 	112 	254040
24chasa 	2018-10-27 	6 	90 	141097
24chasa 	2018-10-28 	7 	79 	138036
24chasa 	2018-10-29 	1 	111 	194199
24chasa 	2018-10-31 	3 	112 	243241
24chasa 	2018-11-01 	4 	111 	223948
24chasa 	2018-11-02 	5 	110 	188002
24chasa 	2018-11-03 	6 	80 	133189
24chasa 	2018-11-04 	7 	88 	132758
24chasa 	2018-11-05 	1 	111 	225011
24chasa 	2018-11-06 	2 	111 	191438
24chasa 	2018-11-07 	3 	112 	187483
24chasa 	2018-11-08 	4 	112 	178187
24chasa 	2018-11-09 	5 	112 	187788
24chasa 	2018-11-10 	6 	81 	176924
24chasa 	2018-11-11 	7 	90 	209951
24chasa 	2018-11-12 	1 	112 	158415
24chasa 	2018-11-13 	2 	112 	205302
24chasa 	2018-11-14 	3 	112 	259007
24chasa 	2018-11-15 	4 	112 	245199
24chasa 	2018-11-16 	5 	112 	232640
24chasa 	2018-11-17 	6 	93 	133418
24chasa 	2018-11-18 	7 	105 	198841
24chasa 	2018-11-19 	1 	112 	223817
24chasa 	2018-11-20 	2 	112 	242992
24chasa 	2018-11-21 	3 	112 	213815
24chasa 	2018-11-22 	4 	111 	233608
24chasa 	2018-11-23 	5 	111 	255932
24chasa 	2018-11-24 	6 	80 	141094
24chasa 	2018-11-25 	7 	92 	207317
24chasa 	2018-11-26 	1 	112 	202697
24chasa 	2018-11-27 	2 	112 	196513
24chasa 	2018-11-28 	3 	112 	182369
24chasa 	2018-11-29 	4 	112 	159987
24chasa 	2018-11-30 	5 	112 	189325
24chasa 	2018-12-01 	6 	104 	193453
24chasa 	2018-12-02 	7 	75 	115507
24chasa 	2018-12-03 	1 	112 	220414
24chasa 	2018-12-04 	2 	112 	191871
24chasa 	2018-12-05 	3 	112 	202218
24chasa 	2018-12-06 	4 	111 	185091
24chasa 	2018-12-07 	5 	112 	237990
24chasa 	2018-12-08 	6 	80 	151909
24chasa 	2018-12-09 	7 	76 	97673
24chasa 	2018-12-10 	1 	112 	169199
24chasa 	2018-12-11 	2 	112 	214859
24chasa 	2018-12-12 	3 	111 	167961
24chasa 	2018-12-13 	4 	111 	152476
24chasa 	2018-12-14 	5 	112 	249594
24chasa 	2018-12-15 	6 	92 	146816
24chasa 	2018-12-16 	7 	103 	179039
24chasa 	2018-12-17 	1 	111 	208871
24chasa 	2018-12-18 	2 	112 	177807
24chasa 	2018-12-19 	3 	112 	296315
24chasa 	2018-12-20 	4 	112 	166658
24chasa 	2018-12-21 	5 	112 	196362
24chasa 	2018-12-22 	6 	77 	119709
24chasa 	2018-12-23 	7 	86 	100738
24chasa 	2018-12-24 	1 	71 	105956
24chasa 	2018-12-25 	2 	69 	88513
24chasa 	2018-12-26 	3 	67 	97620
24chasa 	2018-12-27 	4 	111 	175586
24chasa 	2018-12-28 	5 	112 	168857
24chasa 	2018-12-29 	6 	81 	139012
24chasa 	2018-12-30 	7 	69 	146847
24chasa 	2018-12-30 	7 	0 	0
24chasa 	2019-01-01 	2 	85 	154241
24chasa 	2019-01-02 	3 	112 	226995
24chasa 	2019-01-03 	4 	112 	146200
24chasa 	2019-01-04 	5 	112 	239152
24chasa 	2019-01-05 	6 	71 	108914
24chasa 	2019-01-06 	7 	75 	115424
24chasa 	2019-01-07 	1 	111 	224271
24chasa 	2019-01-08 	2 	112 	177961
24chasa 	2019-01-09 	3 	111 	169330
24chasa 	2019-01-10 	4 	112 	171432
24chasa 	2019-01-11 	5 	112 	153477
24chasa 	2019-01-12 	6 	111 	171123
24chasa 	2019-01-13 	7 	79 	111203
24chasa 	2019-01-14 	1 	111 	189929
24chasa 	2019-01-15 	2 	112 	174128
24chasa 	2019-01-16 	3 	112 	171964
24chasa 	2019-01-17 	4 	111 	155958
24chasa 	2019-01-18 	5 	112 	163103
24chasa 	2019-01-19 	6 	66 	107556
24chasa 	2019-01-20 	7 	82 	124397
24chasa 	2019-01-21 	1 	112 	183757
24chasa 	2019-01-22 	2 	111 	178102
24chasa 	2019-01-23 	3 	112 	176575
24chasa 	2019-01-24 	4 	112 	164600
24chasa 	2019-01-25 	5 	111 	200294
24chasa 	2019-01-26 	6 	97 	210839
24chasa 	2019-01-27 	7 	101 	164035
24chasa 	2019-01-28 	1 	112 	228195
24chasa 	2019-01-29 	2 	112 	222848
24chasa 	2019-01-30 	3 	111 	149598
24chasa 	2019-01-31 	4 	112 	184657
24chasa 	2019-02-01 	5 	112 	183198
24chasa 	2019-02-02 	6 	90 	127575
24chasa 	2019-02-03 	7 	170 	240294
24chasa 	2019-02-04 	1 	111 	188323
24chasa 	2019-02-05 	2 	110 	165286
24chasa 	2019-02-06 	3 	112 	207436
24chasa 	2019-02-07 	4 	112 	187742
24chasa 	2019-02-08 	5 	112 	171065
24chasa 	2019-02-09 	6 	83 	121584
24chasa 	2019-02-10 	7 	89 	113470
24chasa 	2019-02-11 	1 	112 	182679
24chasa 	2019-02-12 	2 	112 	207750
24chasa 	2019-02-13 	3 	111 	186558
24chasa 	2019-02-14 	4 	111 	163584
24chasa 	2019-02-15 	5 	112 	179759
24chasa 	2019-02-16 	6 	86 	125720
24chasa 	2019-02-17 	7 	102 	122643
24chasa 	2019-02-18 	1 	111 	170158
24chasa 	2019-02-19 	2 	112 	188807
24chasa 	2019-02-20 	3 	111 	184692
24chasa 	2019-02-21 	4 	111 	162975
24chasa 	2019-02-22 	5 	112 	165302
24chasa 	2019-02-23 	6 	89 	156600
24chasa 	2019-02-24 	7 	73 	113968
24chasa 	2019-02-25 	1 	112 	219038
24chasa 	2019-02-26 	2 	111 	177050
24chasa 	2019-02-27 	3 	111 	186217
24chasa 	2019-02-28 	4 	112 	185954
24chasa 	2019-03-01 	5 	112 	163023
24chasa 	2019-03-02 	6 	74 	139210
24chasa 	2019-03-03 	7 	80 	111375
24chasa 	2019-03-04 	1 	92 	142033
24chasa 	2019-03-05 	2 	112 	195386
24chasa 	2019-03-06 	3 	112 	168568
24chasa 	2019-03-07 	4 	111 	178545
24chasa 	2019-03-08 	5 	112 	194105
24chasa 	2019-03-09 	6 	93 	148864
24chasa 	2019-03-10 	7 	92 	126009
24chasa 	2019-03-11 	1 	47 	72777
24chasa 	2019-03-12 	2 	112 	162355
24chasa 	2019-03-13 	3 	112 	178330
24chasa 	2019-03-14 	4 	223 	369132
24chasa 	2019-03-15 	5 	112 	191464
24chasa 	2019-03-16 	6 	95 	167373
